time,open,high,low,close,volume
2025-01-01T23:01:00.000000000Z,1.03563,1.03563,1.03532,1.03539,33
2025-01-01T23:02:00.000000000Z,1.0354,1.03553,1.03528,1.03544,40
2025-01-01T23:03:00.000000000Z,1.03544,1.03548,1.0354,1.0354,31
2025-01-01T23:04:00.000000000Z,1.03541,1.03566,1.0354,1.03566,52
2025-01-01T23:05:00.000000000Z,1.03559,1.03559,1.03534,1.03546,71
2025-01-01T23:06:00.000000000Z,1.03546,1.03546,1.0354,1.03542,11
2025-01-01T23:07:00.000000000Z,1.0354,1.03541,1.03535,1.03541,22
2025-01-01T23:08:00.000000000Z,1.0354,1.03548,1.03538,1.03546,34
2025-01-01T23:09:00.000000000Z,1.03549,1.03552,1.03546,1.03546,31
2025-01-01T23:10:00.000000000Z,1.03544,1.03544,1.0353,1.0353,32
2025-01-01T23:11:00.000000000Z,1.03533,1.0354,1.03532,1.03536,26
2025-01-01T23:12:00.000000000Z,1.03534,1.03544,1.03534,1.03536,47
2025-01-01T23:13:00.000000000Z,1.03535,1.03539,1.03534,1.03534,17
2025-01-01T23:14:00.000000000Z,1.03534,1.0354,1.03534,1.03539,21
2025-01-01T23:15:00.000000000Z,1.0354,1.0354,1.03529,1.0353,15
2025-01-01T23:16:00.000000000Z,1.0353,1.03537,1.0353,1.03535,16
2025-01-01T23:17:00.000000000Z,1.03534,1.0354,1.03534,1.03536,11
2025-01-01T23:18:00.000000000Z,1.03538,1.03538,1.03532,1.03535,25
2025-01-01T23:19:00.000000000Z,1.03537,1.03546,1.03534,1.03541,50
2025-01-01T23:20:00.000000000Z,1.03542,1.03542,1.03534,1.03536,33
2025-01-01T23:21:00.000000000Z,1.03537,1.03537,1.03531,1.03531,14
2025-01-01T23:22:00.000000000Z,1.03534,1.03536,1.03534,1.03536,17
2025-01-01T23:23:00.000000000Z,1.03536,1.0354,1.03524,1.03525,38
2025-01-01T23:24:00.000000000Z,1.03526,1.03528,1.03526,1.03526,6
2025-01-01T23:25:00.000000000Z,1.03527,1.03528,1.03527,1.03528,2
2025-01-01T23:26:00.000000000Z,1.03529,1.03529,1.03526,1.03526,12
2025-01-01T23:27:00.000000000Z,1.03527,1.03528,1.0352,1.03522,22
2025-01-01T23:28:00.000000000Z,1.0352,1.0352,1.03518,1.03519,16
2025-01-01T23:29:00.000000000Z,1.0352,1.03525,1.03514,1.03514,33
2025-01-01T23:30:00.000000000Z,1.03514,1.03518,1.03504,1.03504,30
2025-01-01T23:31:00.000000000Z,1.03506,1.03507,1.035,1.03502,50
2025-01-01T23:32:00.000000000Z,1.03502,1.03502,1.03481,1.03484,69
2025-01-01T23:33:00.000000000Z,1.03485,1.03485,1.03472,1.03476,63
2025-01-01T23:34:00.000000000Z,1.03477,1.03488,1.03476,1.03488,28
2025-01-01T23:35:00.000000000Z,1.03486,1.03492,1.03486,1.03486,20
2025-01-01T23:36:00.000000000Z,1.03485,1.03485,1.03472,1.03478,29
2025-01-01T23:37:00.000000000Z,1.03476,1.03476,1.03474,1.03475,5
2025-01-01T23:38:00.000000000Z,1.03474,1.03475,1.03465,1.03469,42
2025-01-01T23:39:00.000000000Z,1.03472,1.0349,1.0347,1.0349,29
2025-01-01T23:40:00.000000000Z,1.03488,1.03491,1.03486,1.03486,19
2025-01-01T23:41:00.000000000Z,1.03488,1.0349,1.03487,1.0349,10
2025-01-01T23:42:00.000000000Z,1.03489,1.0349,1.03482,1.03486,22
2025-01-01T23:43:00.000000000Z,1.03486,1.0349,1.03485,1.0349,11
2025-01-01T23:44:00.000000000Z,1.03492,1.03494,1.03491,1.03493,20
2025-01-01T23:45:00.000000000Z,1.03494,1.03496,1.03494,1.03496,24
2025-01-01T23:46:00.000000000Z,1.03498,1.03498,1.03496,1.03496,39
2025-01-01T23:47:00.000000000Z,1.03497,1.03498,1.03495,1.03497,23
2025-01-01T23:48:00.000000000Z,1.03498,1.0352,1.03497,1.0352,53
2025-01-01T23:49:00.000000000Z,1.0352,1.03522,1.03506,1.03516,62
2025-01-01T23:50:00.000000000Z,1.03516,1.03527,1.03516,1.03526,60
2025-01-01T23:51:00.000000000Z,1.03526,1.03527,1.03523,1.03523,38
2025-01-01T23:52:00.000000000Z,1.03522,1.03534,1.03522,1.0353,32
2025-01-01T23:53:00.000000000Z,1.0353,1.03532,1.03524,1.03528,52
2025-01-01T23:54:00.000000000Z,1.03527,1.03528,1.03512,1.03516,40
2025-01-01T23:55:00.000000000Z,1.03515,1.03516,1.0351,1.03513,54
2025-01-01T23:56:00.000000000Z,1.03514,1.03521,1.03514,1.03516,27
2025-01-01T23:57:00.000000000Z,1.03515,1.03515,1.0351,1.0351,26
2025-01-01T23:58:00.000000000Z,1.03511,1.0352,1.03511,1.03518,51
2025-01-01T23:59:00.000000000Z,1.03518,1.03518,1.03505,1.03509,64
2025-01-02T00:00:00.000000000Z,1.0351,1.03513,1.03506,1.03508,56
2025-01-02T00:01:00.000000000Z,1.03508,1.03512,1.03506,1.03508,37
2025-01-02T00:02:00.000000000Z,1.03508,1.03508,1.03496,1.035,46
2025-01-02T00:03:00.000000000Z,1.035,1.03502,1.03498,1.03501,35
2025-01-02T00:04:00.000000000Z,1.035,1.03504,1.03492,1.03495,39
2025-01-02T00:05:00.000000000Z,1.03494,1.03508,1.03494,1.03508,67
2025-01-02T00:06:00.000000000Z,1.03509,1.03509,1.03507,1.03508,5
2025-01-02T00:07:00.000000000Z,1.03507,1.03512,1.03502,1.03508,33
2025-01-02T00:08:00.000000000Z,1.03508,1.03514,1.03508,1.03513,31
2025-01-02T00:09:00.000000000Z,1.03514,1.03516,1.03513,1.03516,19
2025-01-02T00:10:00.000000000Z,1.03516,1.0352,1.03515,1.03516,15
2025-01-02T00:11:00.000000000Z,1.03517,1.03517,1.0351,1.0351,28
2025-01-02T00:12:00.000000000Z,1.0351,1.0351,1.03502,1.03502,53
2025-01-02T00:13:00.000000000Z,1.03502,1.03504,1.03502,1.03502,28
2025-01-02T00:14:00.000000000Z,1.035,1.035,1.03494,1.03496,27
2025-01-02T00:15:00.000000000Z,1.03494,1.03497,1.03481,1.03481,42
2025-01-02T00:16:00.000000000Z,1.03484,1.035,1.03484,1.0349,56
2025-01-02T00:17:00.000000000Z,1.0349,1.03495,1.03488,1.03494,45
2025-01-02T00:18:00.000000000Z,1.03495,1.03496,1.03485,1.03488,49
2025-01-02T00:19:00.000000000Z,1.03489,1.03492,1.03483,1.03492,48
2025-01-02T00:20:00.000000000Z,1.03492,1.03502,1.03492,1.03501,38
2025-01-02T00:21:00.000000000Z,1.03499,1.03499,1.03492,1.03492,32
2025-01-02T00:22:00.000000000Z,1.03492,1.03498,1.03474,1.03498,60
2025-01-02T00:23:00.000000000Z,1.035,1.03514,1.03498,1.03514,71
2025-01-02T00:24:00.000000000Z,1.03513,1.03514,1.035,1.03502,57
2025-01-02T00:25:00.000000000Z,1.03502,1.03513,1.03502,1.03513,23
2025-01-02T00:26:00.000000000Z,1.03512,1.03512,1.03506,1.03508,17
2025-01-02T00:27:00.000000000Z,1.0351,1.03514,1.03508,1.03508,32
2025-01-02T00:28:00.000000000Z,1.03508,1.03508,1.03506,1.03506,26
2025-01-02T00:29:00.000000000Z,1.03506,1.0351,1.03506,1.03508,23
2025-01-02T00:30:00.000000000Z,1.03506,1.03507,1.03494,1.03498,31
2025-01-02T00:31:00.000000000Z,1.03498,1.03504,1.03498,1.035,33
2025-01-02T00:32:00.000000000Z,1.03501,1.03504,1.03499,1.03502,42
2025-01-02T00:33:00.000000000Z,1.03503,1.03503,1.03487,1.03487,47
2025-01-02T00:34:00.000000000Z,1.03488,1.0349,1.03488,1.0349,23
2025-01-02T00:35:00.000000000Z,1.0349,1.03497,1.03488,1.03496,31
2025-01-02T00:36:00.000000000Z,1.03496,1.03498,1.03496,1.03498,12
2025-01-02T00:37:00.000000000Z,1.03498,1.03508,1.03498,1.03508,17
2025-01-02T00:38:00.000000000Z,1.03512,1.03518,1.0351,1.03513,40
2025-01-02T00:39:00.000000000Z,1.03512,1.03512,1.035,1.03504,53
2025-01-02T00:40:00.000000000Z,1.03504,1.03504,1.03499,1.035,41
2025-01-02T00:41:00.000000000Z,1.03502,1.03507,1.03502,1.03506,43
2025-01-02T00:42:00.000000000Z,1.03506,1.0351,1.03506,1.0351,9
2025-01-02T00:43:00.000000000Z,1.0351,1.03514,1.0351,1.03514,27
2025-01-02T00:44:00.000000000Z,1.03514,1.03518,1.0351,1.03511,25
2025-01-02T00:45:00.000000000Z,1.03511,1.03514,1.03511,1.03514,37
2025-01-02T00:46:00.000000000Z,1.03514,1.03518,1.03512,1.03516,32
2025-01-02T00:47:00.000000000Z,1.03516,1.0352,1.03514,1.03517,43
2025-01-02T00:48:00.000000000Z,1.03516,1.03518,1.03512,1.03514,28
2025-01-02T00:49:00.000000000Z,1.03513,1.03516,1.03512,1.03516,25
2025-01-02T00:50:00.000000000Z,1.03514,1.0352,1.03512,1.03515,29
2025-01-02T00:51:00.000000000Z,1.03518,1.03529,1.03518,1.03528,30
2025-01-02T00:52:00.000000000Z,1.03526,1.03537,1.03526,1.03532,32
2025-01-02T00:53:00.000000000Z,1.03534,1.0354,1.03534,1.03537,35
2025-01-02T00:54:00.000000000Z,1.03538,1.03548,1.03538,1.03544,83
2025-01-02T00:55:00.000000000Z,1.03543,1.03566,1.03543,1.03566,74
2025-01-02T00:56:00.000000000Z,1.03566,1.03566,1.03557,1.03562,40
2025-01-02T00:57:00.000000000Z,1.03562,1.03563,1.03554,1.03557,55
2025-01-02T00:58:00.000000000Z,1.03558,1.03558,1.03504,1.03528,135
2025-01-02T00:59:00.000000000Z,1.03529,1.03529,1.03522,1.03522,55
2025-01-02T01:00:00.000000000Z,1.03522,1.03522,1.03439,1.0351,349
2025-01-02T01:01:00.000000000Z,1.0351,1.03515,1.03498,1.03503,138
2025-01-02T01:02:00.000000000Z,1.03504,1.03512,1.03494,1.03502,158
2025-01-02T01:03:00.000000000Z,1.03502,1.03518,1.03495,1.03505,136
2025-01-02T01:04:00.000000000Z,1.03507,1.03508,1.03494,1.03496,111
2025-01-02T01:05:00.000000000Z,1.03496,1.03498,1.03486,1.0349,181
2025-01-02T01:06:00.000000000Z,1.0349,1.0351,1.0349,1.03509,123
2025-01-02T01:07:00.000000000Z,1.0351,1.0351,1.03484,1.03484,94
2025-01-02T01:08:00.000000000Z,1.03484,1.03484,1.03476,1.03482,73
2025-01-02T01:09:00.000000000Z,1.03482,1.0349,1.03475,1.03488,101
2025-01-02T01:10:00.000000000Z,1.03488,1.03488,1.03473,1.03478,75
2025-01-02T01:11:00.000000000Z,1.03479,1.03492,1.03476,1.03477,114
2025-01-02T01:12:00.000000000Z,1.03477,1.03482,1.0347,1.03473,87
2025-01-02T01:13:00.000000000Z,1.03472,1.03498,1.0347,1.03498,119
2025-01-02T01:14:00.000000000Z,1.03498,1.03508,1.03492,1.03492,82
2025-01-02T01:15:00.000000000Z,1.03492,1.03504,1.0349,1.03493,124
2025-01-02T01:16:00.000000000Z,1.03493,1.03498,1.03482,1.03482,109
2025-01-02T01:17:00.000000000Z,1.03483,1.03483,1.03466,1.03466,83
2025-01-02T01:18:00.000000000Z,1.03467,1.03479,1.03467,1.03468,74
2025-01-02T01:19:00.000000000Z,1.03466,1.03479,1.03466,1.03474,66
2025-01-02T01:20:00.000000000Z,1.03478,1.0348,1.0347,1.03476,111
2025-01-02T01:21:00.000000000Z,1.03476,1.03486,1.03474,1.03478,133
2025-01-02T01:22:00.000000000Z,1.03479,1.035,1.03479,1.03494,130
2025-01-02T01:23:00.000000000Z,1.03494,1.03506,1.03486,1.03505,55
2025-01-02T01:24:00.000000000Z,1.03506,1.0352,1.03506,1.0352,66
2025-01-02T01:25:00.000000000Z,1.03521,1.03531,1.0352,1.0353,60
2025-01-02T01:26:00.000000000Z,1.0353,1.0354,1.03529,1.03536,83
2025-01-02T01:27:00.000000000Z,1.03536,1.03536,1.03528,1.03534,54
2025-01-02T01:28:00.000000000Z,1.03534,1.03539,1.03528,1.03534,53
2025-01-02T01:29:00.000000000Z,1.03533,1.03534,1.0351,1.0351,61
2025-01-02T01:30:00.000000000Z,1.0351,1.03521,1.03506,1.03508,94
2025-01-02T01:31:00.000000000Z,1.03508,1.03508,1.035,1.03501,68
2025-01-02T01:32:00.000000000Z,1.03502,1.03509,1.0349,1.03494,90
2025-01-02T01:33:00.000000000Z,1.03494,1.03517,1.03494,1.03516,55
2025-01-02T01:34:00.000000000Z,1.03518,1.03521,1.03502,1.03515,100
2025-01-02T01:35:00.000000000Z,1.03518,1.03534,1.03517,1.03534,49
2025-01-02T01:36:00.000000000Z,1.03536,1.0354,1.0353,1.0354,68
2025-01-02T01:37:00.000000000Z,1.03541,1.03552,1.0354,1.03544,63
2025-01-02T01:38:00.000000000Z,1.03546,1.0355,1.03542,1.03548,77
2025-01-02T01:39:00.000000000Z,1.03549,1.03562,1.03549,1.03559,83
2025-01-02T01:40:00.000000000Z,1.0356,1.03566,1.03558,1.03564,75
2025-01-02T01:41:00.000000000Z,1.03563,1.03606,1.0356,1.03594,130
2025-01-02T01:42:00.000000000Z,1.03594,1.03606,1.03586,1.03606,73
2025-01-02T01:43:00.000000000Z,1.03603,1.0361,1.03588,1.03588,56
2025-01-02T01:44:00.000000000Z,1.0359,1.0359,1.03584,1.03584,18
2025-01-02T01:45:00.000000000Z,1.03583,1.03593,1.0358,1.0359,45
2025-01-02T01:46:00.000000000Z,1.0359,1.0359,1.03579,1.0358,40
2025-01-02T01:47:00.000000000Z,1.0358,1.03584,1.03578,1.03582,67
2025-01-02T01:48:00.000000000Z,1.03583,1.03594,1.03582,1.03592,56
2025-01-02T01:49:00.000000000Z,1.03592,1.03593,1.03586,1.03588,58
2025-01-02T01:50:00.000000000Z,1.03588,1.03594,1.03585,1.03592,66
2025-01-02T01:51:00.000000000Z,1.03592,1.036,1.0359,1.03598,47
2025-01-02T01:52:00.000000000Z,1.03598,1.03599,1.03591,1.03592,80
2025-01-02T01:53:00.000000000Z,1.03592,1.03593,1.03574,1.03575,81
2025-01-02T01:54:00.000000000Z,1.03577,1.03586,1.03575,1.03583,48
2025-01-02T01:55:00.000000000Z,1.03582,1.03594,1.03582,1.03591,42
2025-01-02T01:56:00.000000000Z,1.03592,1.03598,1.03588,1.03592,50
2025-01-02T01:57:00.000000000Z,1.03593,1.03594,1.03583,1.03588,48
2025-01-02T01:58:00.000000000Z,1.0359,1.0359,1.03576,1.03584,54
2025-01-02T01:59:00.000000000Z,1.03582,1.03582,1.03576,1.03579,30
2025-01-02T02:00:00.000000000Z,1.0358,1.03596,1.03577,1.03596,52
2025-01-02T02:01:00.000000000Z,1.03596,1.03599,1.03593,1.03598,36
2025-01-02T02:02:00.000000000Z,1.03598,1.03598,1.03584,1.03589,49
2025-01-02T02:03:00.000000000Z,1.0359,1.03597,1.03588,1.03596,21
2025-01-02T02:04:00.000000000Z,1.03598,1.03608,1.03596,1.03606,49
2025-01-02T02:05:00.000000000Z,1.03607,1.03612,1.03602,1.03609,39
2025-01-02T02:06:00.000000000Z,1.03608,1.03611,1.03604,1.03608,44
2025-01-02T02:07:00.000000000Z,1.03609,1.03613,1.03605,1.03606,42
2025-01-02T02:08:00.000000000Z,1.03608,1.03611,1.03604,1.03611,22
2025-01-02T02:09:00.000000000Z,1.03612,1.03614,1.03607,1.03607,37
2025-01-02T02:10:00.000000000Z,1.03608,1.03614,1.03606,1.03611,39
2025-01-02T02:11:00.000000000Z,1.03612,1.03612,1.03608,1.0361,26
2025-01-02T02:12:00.000000000Z,1.03611,1.03612,1.03602,1.03602,40
2025-01-02T02:13:00.000000000Z,1.03604,1.03604,1.03596,1.03596,32
2025-01-02T02:14:00.000000000Z,1.03596,1.03606,1.03594,1.03604,36
2025-01-02T02:15:00.000000000Z,1.03604,1.03604,1.036,1.03603,23
2025-01-02T02:16:00.000000000Z,1.03602,1.03602,1.03598,1.03598,27
2025-01-02T02:17:00.000000000Z,1.03598,1.03601,1.03596,1.036,22
2025-01-02T02:18:00.000000000Z,1.03601,1.03609,1.03601,1.03609,23
2025-01-02T02:19:00.000000000Z,1.03608,1.03614,1.03608,1.03608,39
2025-01-02T02:20:00.000000000Z,1.03608,1.03608,1.03604,1.03607,26
2025-01-02T02:21:00.000000000Z,1.03606,1.03612,1.03604,1.03606,35
2025-01-02T02:22:00.000000000Z,1.03607,1.0361,1.03602,1.03604,41
2025-01-02T02:23:00.000000000Z,1.03604,1.03614,1.03604,1.03614,37
2025-01-02T02:24:00.000000000Z,1.03614,1.03622,1.03614,1.03622,25
2025-01-02T02:25:00.000000000Z,1.0362,1.03629,1.0362,1.03624,27
2025-01-02T02:26:00.000000000Z,1.03624,1.03632,1.03624,1.03632,26
2025-01-02T02:27:00.000000000Z,1.03631,1.03634,1.0363,1.03634,28
2025-01-02T02:28:00.000000000Z,1.03634,1.03634,1.03631,1.03634,24
2025-01-02T02:29:00.000000000Z,1.03634,1.03638,1.03631,1.03634,48
2025-01-02T02:30:00.000000000Z,1.03633,1.0364,1.0363,1.03639,46
2025-01-02T02:31:00.000000000Z,1.0364,1.0364,1.03633,1.03634,36
2025-01-02T02:32:00.000000000Z,1.03634,1.0364,1.03632,1.0364,46
2025-01-02T02:33:00.000000000Z,1.0364,1.03646,1.0364,1.03645,17
2025-01-02T02:34:00.000000000Z,1.03644,1.03648,1.03639,1.03644,33
2025-01-02T02:35:00.000000000Z,1.03644,1.03644,1.03644,1.03644,8
2025-01-02T02:36:00.000000000Z,1.03645,1.03646,1.03642,1.03645,57
2025-01-02T02:37:00.000000000Z,1.03644,1.03645,1.0364,1.0364,27
2025-01-02T02:38:00.000000000Z,1.0364,1.03644,1.03638,1.03643,28
2025-01-02T02:39:00.000000000Z,1.03641,1.03656,1.0364,1.03655,53
2025-01-02T02:40:00.000000000Z,1.03656,1.03663,1.03656,1.03662,49
2025-01-02T02:41:00.000000000Z,1.03663,1.03664,1.03659,1.03664,27
2025-01-02T02:42:00.000000000Z,1.03664,1.03674,1.03664,1.0367,32
2025-01-02T02:43:00.000000000Z,1.0367,1.03671,1.03665,1.0367,38
2025-01-02T02:44:00.000000000Z,1.0367,1.0367,1.03666,1.03669,22
2025-01-02T02:45:00.000000000Z,1.0367,1.03682,1.03665,1.03681,50
2025-01-02T02:46:00.000000000Z,1.03682,1.03689,1.03681,1.03686,32
2025-01-02T02:47:00.000000000Z,1.03684,1.03686,1.03681,1.03686,38
2025-01-02T02:48:00.000000000Z,1.03686,1.03692,1.0368,1.03692,34
2025-01-02T02:49:00.000000000Z,1.03693,1.03706,1.03692,1.03704,44
2025-01-02T02:50:00.000000000Z,1.03704,1.03704,1.037,1.03702,25
2025-01-02T02:51:00.000000000Z,1.03702,1.03706,1.03702,1.03706,10
2025-01-02T02:52:00.000000000Z,1.03703,1.03703,1.03696,1.03699,26
2025-01-02T02:53:00.000000000Z,1.037,1.03703,1.03698,1.03703,23
2025-01-02T02:54:00.000000000Z,1.03702,1.03702,1.03694,1.03694,29
2025-01-02T02:55:00.000000000Z,1.03694,1.03702,1.03694,1.03702,41
2025-01-02T02:56:00.000000000Z,1.03703,1.03708,1.03702,1.03708,15
2025-01-02T02:57:00.000000000Z,1.0371,1.03714,1.03707,1.03713,27
2025-01-02T02:58:00.000000000Z,1.03714,1.03714,1.03703,1.03708,32
2025-01-02T02:59:00.000000000Z,1.03706,1.03712,1.03706,1.0371,71
2025-01-02T03:00:00.000000000Z,1.03712,1.03714,1.03706,1.0371,65
2025-01-02T03:01:00.000000000Z,1.03709,1.03714,1.03709,1.03713,43
2025-01-02T03:02:00.000000000Z,1.03714,1.03719,1.03711,1.03719,43
2025-01-02T03:03:00.000000000Z,1.03718,1.03718,1.03712,1.03714,30
2025-01-02T03:04:00.000000000Z,1.03716,1.03718,1.03712,1.03716,30
2025-01-02T03:05:00.000000000Z,1.03716,1.03718,1.03713,1.03715,24
2025-01-02T03:06:00.000000000Z,1.03714,1.03715,1.03706,1.03714,42
2025-01-02T03:07:00.000000000Z,1.03714,1.03722,1.03714,1.03722,17
2025-01-02T03:08:00.000000000Z,1.0372,1.03724,1.03717,1.03724,40
2025-01-02T03:09:00.000000000Z,1.03724,1.03734,1.03724,1.03732,51
2025-01-02T03:10:00.000000000Z,1.03732,1.03732,1.03727,1.0373,58
2025-01-02T03:11:00.000000000Z,1.0373,1.03733,1.03712,1.0372,94
2025-01-02T03:12:00.000000000Z,1.03722,1.03724,1.03716,1.03722,36
2025-01-02T03:13:00.000000000Z,1.03722,1.03722,1.03716,1.03718,27
2025-01-02T03:14:00.000000000Z,1.03717,1.03718,1.03714,1.03714,16
2025-01-02T03:15:00.000000000Z,1.03716,1.03718,1.03696,1.03696,80
2025-01-02T03:16:00.000000000Z,1.03696,1.03704,1.03689,1.03689,59
2025-01-02T03:17:00.000000000Z,1.0369,1.0369,1.03684,1.03688,27
2025-01-02T03:18:00.000000000Z,1.03687,1.03687,1.03682,1.03682,36
2025-01-02T03:19:00.000000000Z,1.03684,1.03696,1.03684,1.03695,23
2025-01-02T03:20:00.000000000Z,1.03694,1.03695,1.03694,1.03694,8
2025-01-02T03:21:00.000000000Z,1.03694,1.03694,1.03694,1.03694,8
2025-01-02T03:22:00.000000000Z,1.03694,1.03698,1.03693,1.03698,27
2025-01-02T03:23:00.000000000Z,1.03698,1.03703,1.03698,1.03703,28
2025-01-02T03:24:00.000000000Z,1.03704,1.03713,1.03704,1.03712,48
2025-01-02T03:25:00.000000000Z,1.03714,1.03714,1.03712,1.03712,24
2025-01-02T03:26:00.000000000Z,1.03712,1.03713,1.03705,1.03708,51
2025-01-02T03:27:00.000000000Z,1.03708,1.03708,1.03704,1.03704,48
2025-01-02T03:28:00.000000000Z,1.03704,1.03706,1.03704,1.03706,15
2025-01-02T03:29:00.000000000Z,1.03705,1.03706,1.03702,1.03706,46
2025-01-02T03:30:00.000000000Z,1.03704,1.0371,1.03704,1.03709,43
2025-01-02T03:31:00.000000000Z,1.0371,1.0371,1.03704,1.03705,24
2025-01-02T03:32:00.000000000Z,1.03706,1.03706,1.03702,1.03704,24
2025-01-02T03:33:00.000000000Z,1.03703,1.03741,1.03701,1.0374,88
2025-01-02T03:34:00.000000000Z,1.0374,1.03742,1.03735,1.03736,47
2025-01-02T03:35:00.000000000Z,1.03735,1.03742,1.03735,1.0374,38
2025-01-02T03:36:00.000000000Z,1.0374,1.0374,1.03723,1.03724,21
2025-01-02T03:37:00.000000000Z,1.03722,1.03722,1.03718,1.0372,47
2025-01-02T03:38:00.000000000Z,1.03722,1.03723,1.03718,1.03721,23
2025-01-02T03:39:00.000000000Z,1.03722,1.03722,1.03716,1.03718,20
2025-01-02T03:40:00.000000000Z,1.03718,1.0372,1.03717,1.03718,28
2025-01-02T03:41:00.000000000Z,1.03719,1.0372,1.0371,1.03712,40
2025-01-02T03:42:00.000000000Z,1.03713,1.03721,1.03712,1.03714,32
2025-01-02T03:43:00.000000000Z,1.03713,1.03714,1.03709,1.03712,60
2025-01-02T03:44:00.000000000Z,1.03713,1.03721,1.03712,1.0372,22
2025-01-02T03:45:00.000000000Z,1.03721,1.03721,1.0372,1.03721,3
